barony_id,county_id,duchy_id,kingdom_id,empire_id,is_county_capital,capital_derivation,start_date,source
b_FIC_Amur_Heyucun,c_SW_ruzhejiang,d_SW_ruzheguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Hongan,c_LIAO_taizhou,d_LIAO_shangjing,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Humari,c_SW_heiheguo,d_SW_lingxiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Hurka,c_SW_lingxiguo,d_SW_lingxiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Ilanshan,c_BAL_ilanshan,d_BAL_hoewon,k_luzhen,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Iskenhe,c_SW_powoguo,d_SW_lingxiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jiahuangtou,c_SW_huangtouguo,d_SW_qingxingan,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jialingxi,c_SW_lingxiguo,d_SW_lingxiguo,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jialuotuo,c_SW_luotuoguo,d_SW_qingxingan,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jianali,c_LIAO_taizhou,d_LIAO_shangjing,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jiapowo,c_SW_powoguo,d_SW_lingxiguo,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jiaruzhe,c_SW_jiqin_hari,d_SW_ruzheguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jiashanbei,c_SW_shanbeiguo,d_SW_puyudao,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jindiaotudi,c_SW_nabeiguo,d_SW_qingxingan,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jinshuhe,c_SW_shanbeiguo,d_SW_puyudao,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Jinshujiang,c_SW_luotuoguo,d_SW_qingxingan,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Lindu,c_SW_suihua,d_SW_sushenguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Linyuan,c_SW_heilonghean,d_SW_puyudao,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Longcaoan,c_SW_heilonglin,d_SW_sushenguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Luhean,c_SW_damoguo,d_SW_puyudao,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Lupingyuan,c_SW_lupingyuan,d_SW_sushenguo,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Nalidu,c_LIAO_taizhou,d_LIAO_shangjing,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Nemorjiang,c_SW_shanbeiguo,d_SW_puyudao,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Nendadu,c_SW_luotuoguo,d_SW_qingxingan,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Nenshidi,c_SW_jiqin_hari,d_SW_ruzheguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Nenshuide,c_SW_dongruzhe,d_SW_ruzheguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Pilutidu,c_SW_dongruzhe,d_SW_ruzheguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Ruzhejiang,c_SW_ruzhejiang,d_SW_ruzheguo,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Senlincun,c_BAL_ilanshan,d_BAL_hoewon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Shangwulu,c_SW_hongxingan,d_SW_heicheziguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Xianbeishan,c_SW_xingnabei,d_SW_qingxingan,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Xiaoqiu,c_SW_damoguo,d_SW_puyudao,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Xijiadamo,c_SW_damoguo,d_SW_puyudao,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Xinener,c_SW_xinghuangtou,d_SW_qingxingan,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Amur_Xinganling,c_SW_xinghuangtou,d_SW_qingxingan,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Xipuyu,c_SW_puyuzhou,d_SW_puyudao,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Xuduohubo,c_SW_jiqin_hari,d_SW_ruzheguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Yalujiang,c_SW_luotuoguo,d_SW_qingxingan,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Yemantudi,c_SW_lupingyuan,d_SW_sushenguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Yemaotudi,c_SW_puyuzhou,d_SW_puyudao,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Yerencao,c_SW_lupingyuan,d_SW_sushenguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Yingcao,c_SW_suihua,d_SW_sushenguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Yingsenlin,c_SW_suihua,d_SW_sushenguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Yuancao,c_SW_lingxiguo,d_SW_lingxiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Yuanlin,c_SW_heilonghean,d_SW_puyudao,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Amur_Zhongnenjiang,c_SW_nabeiguo,d_SW_qingxingan,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_EMan_Alimenyang,c_BAL_north_anwon,d_BAL_anwon,k_luzhen,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_EMan_Baihuaicun,c_BAL_south_hoewon,d_BAL_hoewon,k_luzhen,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_EMan_Beidongan,c_BAL_dongpyeong_yizhou,d_BAL_dongpyeong,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Beihuaicun,c_BAL_central_hoewon,d_BAL_hoewon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Beiqiulin,c_BAL_north_anbyeon,d_BAL_yeojintang,k_luzhen,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_EMan_Bixinjiang,c_BAL_east_hoewon,d_BAL_hoewon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Dacun,c_BAL_central_hoewon,d_BAL_hoewon,k_luzhen,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_EMan_Dinglian,c_BAL_jeongni,d_BAL_yeojintang,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Dongning,c_BAL_north_anwon,d_BAL_anwon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Dongxian,c_BAL_jixi,d_BAL_dongpyeong,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Dongxingkai,c_BAL_supin,d_BAL_anwon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Dongying,c_BAL_jixi,d_BAL_dongpyeong,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Heihubo,c_BAL_dongpyeong_yizhou,d_BAL_dongpyeong,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Heizhuhai,c_BAL_north_anbyeon,d_BAL_yeojintang,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Huaicao,c_BAL_south_hoewon,d_BAL_hoewon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Huanghuai,c_BAL_central_hoewon,d_BAL_hoewon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Huangyuan,c_BAL_ningzhou,d_BAL_anwon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Hulilusean,c_BAL_huligai,d_BAL_cheolli,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Luseqiu,c_BAL_anbyeon,d_BAL_yeojintang,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Nanxingkai,c_BAL_solbin,d_BAL_yeojintang,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Naolijiang,c_BAL_east_hoewon,d_BAL_hoewon,k_luzhen,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_EMan_Qiligashan,c_BAL_huligai,d_BAL_cheolli,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Qingshancun,c_BAL_ningzhou,d_BAL_anwon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Sanhean,c_BAL_supin,d_BAL_anwon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Shanganjugu,c_BAL_jeongni,d_BAL_yeojintang,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Shuaibinan,c_BAL_solbin,d_BAL_yeojintang,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Shuilinhai,c_BAL_heuksu_anwon,d_BAL_anwon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Silata_an,c_BAL_anbyeon,d_BAL_yeojintang,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Songhuajiang,c_BAL_south_hoewon,d_BAL_hoewon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Xuduohe,c_BAL_supin,d_BAL_anwon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Yozejiang,c_BAL_heuksu_anwon,d_BAL_anwon,k_luzhen,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_EMan_Zhenzhuhai,c_BAL_north_anbyeon,d_BAL_yeojintang,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Zhonganyuan,c_BAL_north_anwon,d_BAL_anwon,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_EMan_Zhongtieli,c_BAL_delizhen,d_BAL_cheolli,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Baicaoer,c_LIAO_heicaoan,d_LIAO_linhuang,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Baichang,c_BAL_west_jangryeong,d_BAL_amnok_jangryeong,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Bayintailai,c_LIAO_horqinan,d_LIAO_shangjing,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Beichang,c_BAL_east_jangryeong,d_BAL_amnok_jangryeong,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Biliujiang,c_LIAO_zhenzhou,d_LIAO_dongjing,e_andong,,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Caoyuanan,c_LIAO_heicaoan,d_LIAO_linhuang,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Changbaishan,c_BAL_east_amnok,d_BAL_amnok_jangryeong,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Charnoer,c_LIAO_ulagaian,d_LIAO_linhuang,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Daguokuishan,c_BAL_yongcheon,d_BAL_parhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Dalinuor,c_LIAO_dalian,d_LIAO_linhuang,k_khitan,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Liao_Erdaojiang,c_BAL_west_hyeondeok,d_BAL_parhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Fuyunan,c_BAL_xinzhou,d_BAL_buyeo,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Heihorqin,c_LIAO_changchun,d_LIAO_shangjing,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Helong,c_BAL_east_hyeondeok,d_BAL_parhae,k_balhae,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Liao_Hongdali,c_LIAO_dalian,d_LIAO_linhuang,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Hongfucun,c_BAL_west_jangryeong,d_BAL_amnok_jangryeong,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Horqin,c_LIAO_horqinan,d_LIAO_shangjing,k_khitan,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Liao_Huangcaocun,c_LIAO_yinzhou,d_LIAO_dongjing,e_andong,,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Huanghekou,c_BAL_northyongwon,d_BAL_southern_balhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Huopingan,c_LIAO_longhuazhou,d_LIAO_linhuang,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Liquan,c_SW_hongxingan,d_SW_heicheziguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Longfengshan,c_BAL_makhil,d_BAL_moe_su,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Matudi,c_LIAO_heicaoan,d_LIAO_linhuang,k_khitan,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Liao_Moedu,c_BAL_west_makhil,d_BAL_moe_su,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Mudanjiang,c_BAL_yongcheon,d_BAL_parhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Nandongkou,c_BAL_fengzhou,d_BAL_southern_balhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Nanhaikou,c_BAL_namhae,d_BAL_southern_balhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Nanmoan,c_BAL_makhil,d_BAL_moe_su,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Nansuan,c_BAL_west_hyeondeok,d_BAL_parhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Qingquan,c_BAL_yongcheon,d_BAL_parhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Quliuan,c_BAL_east_jangryeong,d_BAL_amnok_jangryeong,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Shaozijiang,c_LIAO_guidezhou,d_LIAO_dongjing,e_andong,,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Shuangliao,c_LIAO_changchun,d_LIAO_shangjing,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Suping,c_BAL_sokju,d_BAL_moe_su,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Tianchi,c_BAL_east_amnok,d_BAL_amnok_jangryeong,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Tongan,c_BAL_dongju,d_BAL_parhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Tumen,c_BAL_northyongwon,d_BAL_southern_balhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Ulanuer,c_LIAO_ulagaian,d_LIAO_linhuang,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Ulanulagai,c_LIAO_ulagaian,d_LIAO_linhuang,k_khitan,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Liao_Wuluan,c_SW_hongxingan,d_SW_heicheziguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Xilin,c_LIAO_raozhou,d_LIAO_linhuang,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Ximoan,c_BAL_west_makhil,d_BAL_moe_su,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Xitielian,c_BAL_delizhen,d_BAL_cheolli,k_luzhen,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Yaluan,c_BAL_west_amnok,d_BAL_amnok_jangryeong,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Yanji,c_BAL_east_hyeondeok,d_BAL_parhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Yingan,c_BAL_yeongju,d_BAL_parhae,k_balhae,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Yumitudi,c_LIAO_changchun,d_LIAO_shangjing,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Liao_Zhanyu,c_LIAO_horqinan,d_LIAO_shangjing,k_khitan,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Arguntokhoi,c_EM_shilka,d_EM_wajiezi,k_otuken,e_mongolia,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Mong_Banouhe,c_SW_heiheguo,d_SW_lingxiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Banukhol,c_SW_mengwuo,d_SW_dashiweiguo,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Mong_Beiheisha,c_SW_zhongcheziguo,d_SW_heicheziguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Chezier,c_SW_dongcheziguo,d_SW_heicheziguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Chulereg,c_EM_kizilkhentii,d_EM_onon,k_otuken,e_mongolia,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Dongheisha,c_SW_dongcheziguo,d_SW_heicheziguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Doodonon,c_EM_doodonon,d_EM_onon,k_otuken,e_mongolia,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Mong_Elsenurud,c_EM_tsetsen,d_EM_yujuelu,k_otuken,e_mongolia,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Emurgol,c_SW_heiergun,d_SW_dashiweiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Ergunegol,c_EM_yujuelu,d_EM_yujuelu,k_otuken,e_mongolia,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Mong_Gangoluul,c_SW_ergunia,d_SW_dashiweiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Gantsaardal,c_EM_urtolgod,d_EM_yujuelu,k_otuken,e_mongolia,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Gaoxuanya,c_SW_hailar,d_SW_dashiweiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Gasimur,c_SW_talbai,d_EM_wajiezi,k_otuken,e_mongolia,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Gasunur,c_EM_shilka,d_EM_wajiezi,k_otuken,e_mongolia,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Genhegol,c_SW_pibeihe,d_SW_dashiweiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Hailarekh,c_SW_hailar,d_SW_dashiweiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Hailargol,c_SW_hailar,d_SW_dashiweiguo,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Mong_Huraalin,c_SW_heiergun,d_SW_dashiweiguo,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
b_FIC_Mong_Ilkuriuul,c_SW_mengwuo,d_SW_dashiweiguo,k_shiwei,e_andong,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Ingedei,c_EM_kizilkhentii,d_EM_onon,k_otuken,e_mongolia,false,,867,CK3 00_landed_titles.txt
b_FIC_Mong_Jiasaihe,c_SW_dongcheziguo,d_SW_heicheziguo,k_shiwei,e_andong,true,first_barony_in_county_block,867,CK3 00_landed_titles.txt
